"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Time markers"
268320,20.0000480971342,0.000648377496616638,3295.91804049439,NaN,NaN,""
268380,19.9998672098769,0.000648350525862881,3295.95694144857,NaN,NaN,""
268440,19.999679288888,0.000648323555092173,3295.99584240273,NaN,NaN,""
268500,19.9994910146879,0.000648296584320614,3296.0347433569,NaN,NaN,""
268560,19.9994504415286,0.000648262020002732,3296.07363915109,NaN,NaN,""
268620,19.9995501968467,0.000648220241173785,3296.11253004286,NaN,NaN,""
268680,19.9996505297994,0.000648178462337971,3296.15142093463,NaN,NaN,""
268740,19.9997581534956,0.000648136683415488,3296.19031182637,NaN,NaN,""
268800,19.9998657771918,0.000648094904493006,3296.22920271812,NaN,NaN,""
268860,19.9999236697371,0.000648003861872818,3296.26807864549,NaN,NaN,""
268920,19.9999528563553,0.000647884383149734,3296.3069459351,NaN,NaN,""
268980,19.9999816257637,0.000647764904421617,3296.3458132247,NaN,NaN,""
269040,20.000008668887,0.000647645425672681,3296.38468051426,NaN,NaN,""
269100,20.0000357120103,0.000647525946923744,3296.42354780382,NaN,NaN,""
269160,20.0000162805961,0.000647390270636858,3296.46238630801,NaN,NaN,""
269220,19.999981788728,0.000647249345405372,3296.50121548407,NaN,NaN,""
269280,19.9999467655093,0.000647108420173015,3296.54004466011,NaN,NaN,""
269340,19.9999105914478,0.000646967494938775,3296.57887383612,NaN,NaN,""
269400,19.9998744173864,0.000646826569704535,3296.61770301213,NaN,NaN,""
269460,19.9999997772651,0.000646683645132058,3296.65649573847,NaN,NaN,""
269520,20.0001479013576,0.000646540438802306,3296.69528332814,NaN,NaN,""
269580,20.0002982283955,0.000646397232462339,3296.73407091778,NaN,NaN,""
269640,20.0004513924519,0.000646254026109216,3296.77285850739,NaN,NaN,""
269700,20.0006045565083,0.000646110819756093,3296.811646097,NaN,NaN,""
269760,20.0004778824634,0.000645948295757304,3296.85038903503,NaN,NaN,""
269820,20.0003505659434,0.000645785727407492,3296.88913187054,NaN,NaN,""
269880,20.0002189654414,0.000645623159044203,3296.92787470602,NaN,NaN,""
269940,20.0000839759794,0.000645460590670255,3296.96661754147,NaN,NaN,""
270000,19.9999635667595,0.000645295647282989,3297.00535436933,NaN,NaN,""
270060,19.999951165085,0.000645113110267569,3297.04404669413,NaN,NaN,""
270120,19.9999387634106,0.00064493057325215,3297.08273901893,NaN,NaN,""
270180,19.9999286414534,0.000644748036272194,3297.12143134369,NaN,NaN,""
270240,19.9999195945193,0.00064456549930896,3297.16012366844,NaN,NaN,""
270300,19.9999210986317,0.000644393317684673,3297.19880467601,NaN,NaN,""
270360,19.9999559842016,0.000644253898337401,3297.23744987825,NaN,NaN,""
270420,19.9999908697715,0.00064411447899013,3297.2760950805,NaN,NaN,""
270480,20.0000267184224,0.000643975059666526,3297.31474028271,NaN,NaN,""
270540,20.0000628066727,0.00064383564034881,3297.35338548491,NaN,NaN,""
270600,20.0000450494854,0.000643705034323086,3297.39201722802,NaN,NaN,""
270660,19.9999321434753,0.00064359000202833,3297.43062518792,NaN,NaN,""
270720,19.9998192374652,0.000643474969733575,3297.46923314782,NaN,NaN,""
270780,19.999702569442,0.000643359937431363,3297.50784110768,NaN,NaN,""
270840,19.9995855831866,0.00064324490512852,3297.54644906753,NaN,NaN,""
270900,19.9995868339749,0.000643126656532705,3297.58504030539,NaN,NaN,""
270960,19.9997148374189,0.000643004960001604,3297.62361361691,NaN,NaN,""
271020,19.9998431310285,0.000642883263470288,3297.66218692843,NaN,NaN,""
271080,19.9999778459321,0.000642761566934176,3297.7007602399,NaN,NaN,""
271140,20.0001125608358,0.000642639870398064,3297.73933355138,NaN,NaN,""
271200,20.0001523251114,0.000642515680243117,3297.77788498654,NaN,NaN,""
271260,20.0001297974826,0.00064238985416149,3297.81642206987,NaN,NaN,""
271320,20.0001065611619,0.000642264028084197,3297.85495915319,NaN,NaN,""
271380,20.000079724383,0.000642138202028918,3297.89349623647,NaN,NaN,""
271440,20.0000528876041,0.000642012375973639,3297.93203331976,NaN,NaN,""
271500,20.0000891433262,0.000641902270841243,3297.97054599759,NaN,NaN,""
271560,20.0001493215621,0.000641798126543969,3298.00904942173,NaN,NaN,""
271620,20.0002101812935,0.000641693982243697,3298.04755284585,NaN,NaN,""
271680,20.0002727449673,0.000641589837935929,3298.08605626994,NaN,NaN,""
271740,20.000335308641,0.00064148569362816,3298.12455969403,NaN,NaN,""
271800,20.0003468082432,0.000641374249985567,3298.16303624957,NaN,NaN,""
271860,20.0003490341615,0.000641261480719653,3298.20150792555,NaN,NaN,""
271920,20.0003505867591,0.000641148711462758,3298.23997960151,NaN,NaN,""
271980,20.0003511579921,0.000641035942219007,3298.27845127745,NaN,NaN,""
272040,20.0003517292252,0.000640923172975257,3298.31692295339,NaN,NaN,""
272100,20.0002923679742,0.000640828002632767,3298.35536526646,NaN,NaN,""
272160,20.0002309955086,0.00064073342287431,3298.39380659418,NaN,NaN,""
272220,20.000168725554,0.00064063884312221,3298.43224792188,NaN,NaN,""
272280,20.0001056537667,0.000640544263375788,3298.47068924956,NaN,NaN,""
272340,20.0000458033189,0.000640450559144779,3298.509128248,NaN,NaN,""
272400,20.0000190244931,0.000640365843322365,3298.54754333345,NaN,NaN,""
272460,19.9999922456674,0.000640281127499951,3298.5859584189,NaN,NaN,""
272520,19.999966113608,0.000640196411712428,3298.62437350433,NaN,NaN,""
272580,19.9999403307678,0.000640111695943746,3298.66278858975,NaN,NaN,""
272640,19.999881761412,0.000640036227892614,3298.70119982133,NaN,NaN,""
272700,19.9996998427335,0.000639995551574459,3298.73959655399,NaN,NaN,""
272760,19.9995179240551,0.000639954875256304,3298.77799328665,NaN,NaN,""
272820,19.999332702328,0.000639914198874802,3298.81639001928,NaN,NaN,""
272880,19.9991464973216,0.000639873522474441,3298.85478675191,NaN,NaN,""
272940,19.9990828532445,0.000639810559548718,3298.89317627883,NaN,NaN,""
273000,19.9992666827098,0.000639702595941245,3298.93155125608,NaN,NaN,""
273060,19.999450512175,0.000639594632333772,3298.96992623333,NaN,NaN,""
273120,19.9996434043597,0.000639486668738778,3299.00830121054,NaN,NaN,""
273180,19.9998373957748,0.000639378705145297,3299.04667618775,NaN,NaN,""
273240,19.9999182678779,0.000639275916390988,3299.08503762348,NaN,NaN,""
273300,19.9998622401863,0.000639179390355271,3299.12338267097,NaN,NaN,""
273360,19.9998061228161,0.000639082864318467,3299.16172771847,NaN,NaN,""
273420,19.9997432266528,0.000638986338199489,3299.20007276591,NaN,NaN,""
273480,19.9996803304895,0.000638889812080511,3299.23841781336,NaN,NaN,""
273540,19.9997178207371,0.000638754293465984,3299.2767409443,NaN,NaN,""
273600,19.9998299142603,0.000638589797145593,3299.31504778773,NaN,NaN,""
273660,19.9999426535517,0.00063842530082727,3299.35335463116,NaN,NaN,""
273720,20.0000595560368,0.000638260804522279,3299.39166147454,NaN,NaN,""
273780,20.0001764585219,0.000638096308217289,3299.42996831792,NaN,NaN,""
273840,20.0001839678336,0.000637940536538161,3299.46824297728,NaN,NaN,""
273900,20.0001434470142,0.000637788595490421,3299.50650350594,NaN,NaN,""
273960,20.0001018204083,0.000637636654478559,3299.54476403459,NaN,NaN,""
274020,20.0000569718621,0.000637484713571238,3299.58302456322,NaN,NaN,""
274080,20.0000121233159,0.000637332772663917,3299.62128509185,NaN,NaN,""
274140,20.0000240619345,0.000637274260638478,3299.65952299611,NaN,NaN,""
274200,20.0000487947582,0.000637236798233539,3299.69775580308,NaN,NaN,""
274260,20.0000742484856,0.0006371993358542,3299.73598861005,NaN,NaN,""
274320,20.0001008948412,0.000637161873517211,3299.77422141702,NaN,NaN,""
274380,20.0001275411967,0.000637124411180222,3299.81245422399,NaN,NaN,""
274440,20.0001557306339,0.000637138805896544,3299.85068434169,NaN,NaN,""
274500,20.0001840232,0.000637156666378938,3299.88891427966,NaN,NaN,""
274560,20.0002123383179,0.000637174526899102,3299.92714421764,NaN,NaN,""
274620,20.0002406761717,0.000637192387457347,3299.96537415563,NaN,NaN,""
274680,20.000259120715,0.000637213861001435,3300.00360492871,NaN,NaN,""
274740,20.0001185775547,0.000637293396033587,3300.0418491218,NaN,NaN,""
274800,19.9999780343944,0.000637372931065739,3300.08009331488,NaN,NaN,""
274860,19.9998346134718,0.000637452466087348,3300.11833750799,NaN,NaN,""
274920,19.9996894227282,0.000637532001102472,3300.1565817011,NaN,NaN,""
274980,19.9995829114782,0.000637609049807097,3300.19482971663,NaN,NaN,""
275040,19.9996528346928,0.000637674757337891,3300.23309516788,NaN,NaN,""
275100,19.9997227579074,0.000637740464868685,3300.27136061913,NaN,NaN,""
275160,19.9997970658907,0.000637806172383722,3300.30962607039,NaN,NaN,""
275220,19.9998729110816,0.000637871879893236,3300.34789152166,NaN,NaN,""
275280,19.9999517865188,0.000637932392332137,3300.3861620028,NaN,NaN,""
275340,20.0000376977328,0.000637980842597269,3300.42444416255,NaN,NaN,""
275400,20.0001236089469,0.000638029292862401,3300.46272632229,NaN,NaN,""
275460,20.0002097590185,0.000638077743020241,3300.50100848204,NaN,NaN,""
275520,20.0002959474418,0.000638126193160855,3300.53929064178,NaN,NaN,""
275580,20.0003208902065,0.000638132003303208,3300.57757254944,NaN,NaN,""
275640,20.000262037773,0.000638079474173965,3300.61585411219,NaN,NaN,""
275700,20.0002031853395,0.000638026945044722,3300.65413567494,NaN,NaN,""
275760,20.0001404056273,0.000637974415816019,3300.69241723766,NaN,NaN,""
275820,20.0000775575039,0.000637921886585583,3300.73069880037,NaN,NaN,""
275880,20.0000574687548,0.000637824815812701,3300.76896548676,NaN,NaN,""
275940,20.000073295798,0.000637690332312935,3300.80721967775,NaN,NaN,""
276000,20.0000893485606,0.000637555848818309,3300.84547386873,NaN,NaN,""
276060,20.0001073437607,0.00063742136536792,3300.88372805968,NaN,NaN,""
276120,20.0001253389607,0.000637286881917529,3300.92198225063,NaN,NaN,""
276180,20.0001166106466,0.000637178944667726,3300.96021415904,NaN,NaN,""
